CustomerID,Recency,Frequency,Monetary,customer_segment,will_purchase
12471.0,2,36.57999999999993,17874.031799999964,1,1.0
12472.0,31,13.0,6229.48,1,0.0
12473.0,29,9.0,2837.73,0,1.0
12474.0,17,30.0,7064.7699999999995,1,1.0
12475.0,54,1.0,723.38,0,0.0
12476.0,1,20.0,6546.58,1,1.0
12477.0,23,9.0,13117.01,1,1.0
12478.0,4,1.0,680.99,0,1.0
12479.0,4,3.0,477.3,0,1.0
12480.0,28,4.0,3281.63,0,1.0
12481.0,23,11.0,5574.36,0,1.0
12483.0,17,13.0,2327.13,0,1.0
12484.0,33,8.0,4480.87,0,0.0
12488.0,10,3.0,1298.66,0,1.0
12489.0,336,1.0,334.93,2,0.0
12490.0,5,10.0,5417.93,0,1.0
12491.0,39,1.0,460.40000000000003,0,0.0
12492.0,63,2.0,263.21000000000004,0,0.0
12493.0,166,3.0,416.79,2,0.0
12494.0,10,13.0,1139.3500000000001,0,1.0
12497.0,82,1.0,1043.1,0,0.0
12498.0,21,3.0,403.70000000000005,0,1.0
12500.0,23,13.0,4206.27,0,1.0
12501.0,315,2.0,2089.68,2,0.0
12502.0,96,5.0,3723.87,0,0.0
12503.0,338,1.0,-1126.0,2,0.0
12504.0,18,4.0,114.0,0,1.0
12505.0,301,1.0,-4.5,2,0.0
12506.0,233,1.0,73.5,2,0.0
12507.0,134,4.0,1258.06,0,0.0
12508.0,26,2.0,397.88,0,1.0
12509.0,284,1.0,176.5,2,0.0
12510.0,143,2.0,982.5699999999999,2,0.0
12512.0,66,2.0,132.18,0,0.0
12513.0,85,2.0,586.79,0,0.0
12514.0,267,1.0,1017.68,2,0.0
12515.0,353,1.0,383.7,2,0.0
12516.0,78,2.0,1312.06,0,0.0
12517.0,28,6.0,2443.65,0,1.0
12518.0,1,5.0,2056.89,0,1.0
12519.0,64,1.0,330.84,0,0.0
12520.0,79,6.0,2582.51,0,0.0
12521.0,143,1.0,599.68,2,0.0
12522.0,39,2.0,192.72,0,0.0
12523.0,2,13.0,1745.57,0,1.0
12524.0,9,8.0,4485.72,0,1.0
12526.0,1,3.0,1316.66,0,1.0
12527.0,82,3.0,348.71000000000004,0,0.0
12528.0,9,8.0,1922.28,0,1.0
12530.0,60,5.0,1623.63,0,0.0
12531.0,15,1.0,125.22,0,1.0
12532.0,30,1.0,349.83000000000004,0,1.0
12534.0,131,1.0,1089.18,0,0.0
12535.0,92,2.0,716.35,0,0.0
12536.0,8,5.0,4106.82,0,1.0
12538.0,29,1.0,363.95,0,1.0
12539.0,22,5.0,3852.5,0,1.0
12540.0,20,19.0,13309.039999999999,1,1.0
12541.0,30,3.0,981.18,0,1.0
12544.0,30,2.0,355.7,0,1.0
12545.0,75,2.0,1000.39,0,0.0
12546.0,47,3.0,1141.5,0,0.0
12547.0,198,2.0,207.79999999999998,2,0.0
12548.0,166,1.0,95.19999999999999,2,0.0
12550.0,79,1.0,964.83,0,0.0
12551.0,358,1.0,168.0,2,0.0
12552.0,39,2.0,437.82,0,0.0
12553.0,8,14.0,3652.25,0,1.0
12556.0,50,2.0,599.56,0,0.0
12557.0,16,5.0,11990.960000000001,1,1.0
12558.0,2,2.0,1.0658141036401503e-14,0,1.0
12559.0,311,3.0,536.21,2,0.0
12560.0,5,4.0,2101.39,0,1.0
12561.0,303,1.0,238.85,2,0.0
12562.0,8,7.0,3781.7400000000002,0,1.0
12564.0,261,1.0,456.9,2,0.0
12565.0,282,2.0,131.17,2,0.0
12566.0,73,2.0,346.7,0,0.0
12567.0,23,11.0,9114.94,1,1.0
12569.0,2,35.0,4064.9900000000002,1,1.0
12571.0,40,2.0,519.61,0,0.0
12572.0,9,3.0,1004.72,0,1.0
12573.0,227,1.0,160.54000000000002,2,0.0
12574.0,316,1.0,218.45,2,0.0
12576.0,36,6.0,1306.98,0,0.0
12577.0,35,4.0,564.2,0,0.0
12578.0,21,4.0,2753.36,0,1.0
12579.0,73,3.0,410.72,0,0.0
12580.0,247,1.0,415.7,2,0.0
12581.0,40,1.0,197.71,0,0.0
12582.0,239,2.0,511.36,2,0.0
12583.0,3,18.0,7187.34,1,1.0
12584.0,4,18.0,1893.95,0,1.0
12585.0,234,4.0,1982.81,2,0.0
12586.0,17,2.0,179.94000000000003,0,1.0
12587.0,8,1.0,144.0,0,1.0
12588.0,39,1.0,214.89999999999998,0,0.0
12589.0,29,2.0,646.68,0,1.0
12590.0,190,3.0,9861.38,0,0.0
12591.0,317,1.0,452.84999999999997,2,0.0
12592.0,92,2.0,437.6,0,0.0
12593.0,109,3.0,418.09999999999997,0,0.0
12594.0,38,11.0,3320.2200000000003,0,0.0
12596.0,51,2.0,618.27,0,0.0
12597.0,19,5.0,3683.13,0,1.0
12598.0,10,9.0,3002.68,0,1.0
12599.0,29,7.0,1032.58,0,1.0
12600.0,29,11.0,2581.04,0,1.0
12601.0,190,6.0,569.5600000000001,2,0.0
12602.0,59,1.0,153.12,0,0.0
12603.0,22,1.0,739.1999999999999,0,1.0
12604.0,79,2.0,254.18,0,0.0
12605.0,365,1.0,-7.5,2,0.0
12607.0,58,2.0,3.552713678800501e-15,0,0.0
12609.0,78,3.0,1126.85,0,0.0
12610.0,23,7.0,2057.99,0,1.0
12611.0,52,1.0,1193.32,0,0.0
12612.0,58,2.0,643.59,0,0.0
12613.0,31,6.0,3218.98,0,0.0
12614.0,278,1.0,315.6,2,0.0
12615.0,2,4.0,2291.19,0,1.0
12616.0,85,5.0,657.25,0,0.0
12617.0,29,1.0,352.98,0,1.0
12618.0,22,1.0,177.31,0,1.0
12619.0,16,13.0,3214.81,0,1.0
12620.0,15,3.0,1339.41,0,1.0
12621.0,2,23.0,13612.07,1,1.0
12622.0,232,1.0,180.1,2,0.0
12623.0,276,1.0,305.1,2,0.0
12624.0,106,2.0,641.13,0,0.0
12625.0,212,3.0,2614.32,2,0.0
12626.0,23,13.0,6388.35,1,1.0
12627.0,11,7.0,4478.53,0,1.0
12628.0,4,4.0,769.61,0,1.0
12630.0,10,2.0,1270.88,0,1.0
12631.0,57,1.0,640.5,0,0.0
12633.0,59,5.0,2140.63,0,0.0
12635.0,90,2.0,1689.18,0,0.0
12637.0,67,10.0,5934.25,0,0.0
12638.0,33,1.0,671.69,0,0.0
12639.0,239,1.0,486.1,2,0.0
12640.0,24,3.0,1174.58,0,1.0
12641.0,115,1.0,185.9,0,0.0
12642.0,25,3.0,1013.26,0,1.0
12643.0,128,6.0,3344.64,0,0.0
12644.0,130,1.0,477.91,0,0.0
12645.0,34,5.0,1755.38,0,0.0
12646.0,5,2.0,1346.97,0,1.0
12647.0,22,13.0,3669.92,0,1.0
12648.0,155,1.0,318.05,2,0.0
12649.0,107,4.0,603.71,0,0.0
12650.0,3,1.0,314.44,0,1.0
12651.0,335,1.0,114.0,2,0.0
12652.0,322,2.0,914.53,2,0.0
12653.0,149,2.0,2209.85,0,0.0
12654.0,11,5.0,601.98,0,1.0
12656.0,17,8.0,3982.72,0,1.0
12657.0,11,5.0,1152.06,0,1.0
12658.0,19,1.0,686.05,0,1.0
12659.0,30,1.0,91.68,0,1.0
12660.0,11,1.0,245.1,0,1.0
12662.0,1,12.0,3817.08,0,1.0
12664.0,8,10.0,4863.88,0,1.0
12665.0,325,2.0,61.75,2,0.0
12666.0,359,1.0,-227.44,2,0.0
12667.0,58,1.0,620.13,0,0.0
12668.0,7,6.0,3743.18,0,1.0
12669.0,151,4.0,1607.73,0,0.0
12670.0,10,6.0,2986.15,0,1.0
12672.0,330,1.0,225.89999999999998,2,0.0
12673.0,5,2.0,610.52,0,1.0
12674.0,12,7.0,1922.26,0,1.0
12676.0,25,6.0,1331.39,0,1.0
12678.0,42,13.0,17588.26,1,0.0
12679.0,52,9.0,1058.67,0,0.0
12680.0,1,4.0,862.81,0,1.0
12681.0,15,27.0,13677.59,1,1.0
12682.0,4,31.0,12279.82,1,1.0
12683.0,4,20.0,8221.09,1,1.0
12684.0,8,7.0,2283.63,0,1.0
12685.0,28,6.0,2863.08,0,1.0
12686.0,369,1.0,89.14,2,0.0
12688.0,114,1.0,4873.8099999999995,0,0.0
12689.0,26,2.0,1247.61,0,1.0
12690.0,206,1.0,389.01,2,0.0
12691.0,28,6.0,1035.8,0,1.0
12693.0,121,6.0,830.96,0,0.0
12694.0,70,2.0,869.67,0,0.0
12695.0,7,4.0,582.1,0,1.0
12697.0,21,5.0,939.02,0,1.0
12700.0,8,6.0,4867.99,0,1.0
12701.0,80,2.0,797.71,0,0.0
12702.0,20,1.0,219.0,0,1.0
12703.0,64,2.0,274.7,0,0.0
12704.0,7,10.0,2220.84,0,1.0
12705.0,15,14.0,6814.24,1,1.0
12707.0,292,1.0,603.42,2,0.0
12708.0,30,16.0,2616.32,0,1.0
12709.0,3,26.0,9264.1,1,1.0
12710.0,97,4.0,1130.57,0,0.0
12712.0,23,17.0,4241.63,1,1.0
12713.0,1,1.0,848.55,0,1.0
12714.0,9,5.0,4708.86,0,1.0
12715.0,106,1.0,343.36,0,0.0
12716.0,4,2.0,1053.49,0,1.0
12717.0,151,3.0,980.98,2,0.0
12718.0,71,1.0,238.25,0,0.0
12719.0,5,3.0,608.1,0,1.0
12720.0,3,29.0,5713.28,1,1.0
12721.0,32,7.0,2628.98,0,0.0
12722.0,85,6.0,904.33,0,0.0
12723.0,4,5.0,725.07,0,1.0
12724.0,5,4.0,1031.41,0,1.0
12725.0,369,1.0,427.8,2,0.0
12726.0,28,7.0,2609.1,0,1.0
12727.0,11,9.0,3947.7,0,1.0
12728.0,71,4.0,836.33,0,0.0
12729.0,114,1.0,453.01,0,0.0
12731.0,24,14.0,17874.031799999964,1,1.0
12732.0,180,1.0,236.26000000000002,2,0.0
12733.0,234,1.0,383.95,2,0.0
12734.0,353,1.0,110.39999999999999,2,0.0
12735.0,315,2.0,779.5699999999999,2,0.0
12736.0,333,1.0,234.0,2,0.0
12738.0,369,1.0,155.35,2,0.0
12739.0,78,2.0,1013.04,0,0.0
12740.0,64,1.0,427.6,0,0.0
12743.0,134,2.0,540.13,0,0.0
12744.0,52,10.0,9120.39,1,0.0
12747.0,2,11.0,4196.01,0,1.0
12748.0,1,36.57999999999993,17874.031799999964,1,1.0
12749.0,4,8.0,3868.2,0,1.0
12750.0,129,1.0,275.88,0,0.0
12752.0,81,1.0,4366.78,0,0.0
12753.0,4,11.0,17874.031799999964,1,1.0
12754.0,236,5.0,2949.12,2,0.0
12755.0,250,4.0,2203.2,2,0.0
12756.0,87,1.0,112.07999999999998,0,0.0
12757.0,16,19.0,4205.25,1,1.0
12758.0,117,2.0,2791.59,0,0.0
12759.0,52,3.0,1531.44,0,0.0
12762.0,8,2.0,1898.52,0,1.0
12763.0,138,2.0,494.08,0,0.0
12764.0,317,1.0,1693.88,2,0.0
12766.0,4,7.0,6989.63,0,1.0
12769.0,239,1.0,1143.6,2,0.0
12770.0,211,1.0,1351.45,2,0.0
12772.0,60,1.0,892.47,0,0.0
12775.0,17,6.0,1351.24,0,1.0
12778.0,20,7.0,804.23,0,1.0
12779.0,21,12.0,3868.7,0,1.0
12781.0,21,5.0,707.72,0,1.0
12782.0,5,6.0,2273.32,0,1.0
12783.0,2,8.0,1603.87,0,1.0
12784.0,9,2.0,532.8199999999999,0,1.0
12785.0,3,2.0,305.71,0,1.0
12787.0,10,3.0,463.66,0,1.0
12789.0,65,1.0,91.85,0,0.0
12790.0,192,1.0,324.92,2,0.0
12791.0,369,1.0,192.60000000000002,2,0.0
12792.0,257,1.0,400.53999999999996,2,0.0
12793.0,335,2.0,545.48,2,0.0
12794.0,53,2.0,860.41,0,0.0
12795.0,19,1.0,430.48,0,1.0
12797.0,360,3.0,194.18,2,0.0
12798.0,10,3.0,6977.04,0,1.0
12802.0,184,2.0,412.58,2,0.0
12808.0,37,3.0,483.65000000000003,0,0.0
12809.0,168,2.0,484.36,2,0.0
12811.0,261,3.0,514.85,2,0.0
12812.0,45,1.0,229.64000000000001,0,0.0
12814.0,102,1.0,125.92,0,0.0
12815.0,148,2.0,1063.46,2,0.0
12816.0,96,2.0,572.2,0,0.0
12817.0,281,1.0,166.04,2,0.0
12818.0,178,2.0,1517.88,2,0.0
12820.0,3,4.0,942.34,0,1.0
12821.0,214,1.0,92.72,2,0.0
12822.0,71,3.0,918.98,0,0.0
12823.0,75,5.0,1759.5,0,0.0
12824.0,60,1.0,397.12,0,0.0
12826.0,3,8.0,1468.1200000000001,0,1.0
12827.0,6,3.0,430.15000000000003,0,1.0
12828.0,3,6.0,1018.71,0,1.0
12829.0,322,3.0,253.05,2,0.0
12830.0,38,7.0,6748.4,0,0.0
12831.0,262,1.0,215.05,2,0.0
12832.0,32,2.0,383.03,0,0.0
12833.0,145,1.0,417.38,2,0.0
12834.0,283,1.0,312.38,2,0.0
12836.0,59,4.0,2610.36,0,0.0
12837.0,173,1.0,134.1,2,0.0
12838.0,34,2.0,671.95,0,0.0
12839.0,3,16.0,5583.62,1,1.0
12840.0,144,6.0,2714.27,0,0.0
12841.0,5,26.0,3845.63,1,1.0
12842.0,70,2.0,1118.99,0,0.0
12843.0,66,9.0,1680.76,0,0.0
12844.0,29,2.0,325.96000000000004,0,1.0
12845.0,267,4.0,354.09,2,0.0
12847.0,22,1.0,843.64,0,1.0
12849.0,31,2.0,1010.29,0,0.0
12851.0,97,1.0,131.81,0,0.0
12852.0,290,2.0,299.75,2,0.0
12853.0,108,9.0,1881.7,0,0.0
12854.0,79,5.0,1280.9,0,0.0
12855.0,369,1.0,38.1,2,0.0
12856.0,8,8.0,2153.53,0,1.0
12857.0,211,2.0,1106.4,2,0.0
12863.0,52,2.0,504.2,0,0.0
12864.0,138,1.0,147.12,2,0.0
12865.0,26,3.0,1548.07,0,1.0
12866.0,283,1.0,559.12,2,0.0
12867.0,26,10.0,3958.74,0,1.0
12868.0,186,6.0,1607.0600000000002,2,0.0
12870.0,366,1.0,-14.899999999999999,2,0.0
12871.0,84,2.0,380.64,0,0.0
12872.0,327,2.0,599.97,2,0.0
12873.0,282,1.0,374.0,2,0.0
12875.0,143,2.0,343.2300000000001,2,0.0
12876.0,58,2.0,2218.02,0,0.0
12877.0,4,12.0,1535.77,0,1.0
12878.0,18,3.0,841.64,0,1.0
12879.0,45,4.0,552.5699999999999,0,0.0
12881.0,276,1.0,298.0,2,0.0
12882.0,9,2.0,1463.04,0,1.0
12883.0,25,4.0,703.47,0,1.0
12884.0,88,1.0,309.05,0,0.0
12885.0,63,4.0,1158.27,0,0.0
12886.0,68,3.0,1351.09,0,0.0
12888.0,214,4.0,313.77,2,0.0
12890.0,24,1.0,376.71999999999997,0,1.0
12891.0,186,3.0,331.0,2,0.0
12893.0,31,1.0,176.55,0,0.0
12895.0,42,3.0,347.3,0,0.0
12897.0,205,2.0,216.5,2,0.0
12901.0,9,36.0,16293.1,1,1.0
12902.0,265,1.0,138.68,2,0.0
12904.0,18,2.0,496.06,0,1.0
12906.0,12,5.0,2919.81,0,1.0
12908.0,59,4.0,246.0,0,0.0
12909.0,40,8.0,2128.83,0,0.0
12910.0,23,8.0,3075.04,0,1.0
12912.0,3,5.0,1662.3,0,1.0
12913.0,5,5.0,2483.63,0,1.0
12915.0,149,2.0,363.65,2,0.0
12916.0,139,5.0,2921.15,0,0.0
12917.0,128,1.0,594.0,0,0.0
12919.0,8,8.0,1301.44,0,1.0
12920.0,17,1.0,162.78,0,1.0
12921.0,4,36.57999999999993,16389.74,1,1.0
12922.0,161,1.0,405.38,2,0.0
12923.0,64,1.0,172.82,0,0.0
12924.0,88,5.0,929.95,0,0.0
12925.0,5,2.0,694.05,0,1.0
12928.0,35,5.0,2062.7000000000003,0,0.0
12929.0,122,2.0,105.1,0,0.0
12930.0,78,4.0,409.9,0,0.0
12931.0,22,20.0,17874.031799999964,1,1.0
12933.0,24,4.0,606.28,0,1.0
12935.0,2,8.0,2156.45,0,1.0
12936.0,17,5.0,1012.9,0,1.0
12937.0,15,4.0,1504.27,0,1.0
12938.0,26,1.0,114.14,0,1.0
12939.0,64,8.0,11581.8,1,0.0
12940.0,46,4.0,862.44,0,0.0
12942.0,131,3.0,675.6,0,0.0
12943.0,301,1.0,-3.75,2,0.0
12944.0,36,2.0,604.51,0,0.0
12945.0,288,1.0,462.95,2,0.0
12947.0,144,11.0,1407.29,0,0.0
12948.0,16,8.0,2053.7,0,1.0
12949.0,31,10.0,4143.02,0,0.0
12950.0,2,3.0,1843.0,0,1.0
12951.0,9,8.0,1042.07,0,1.0
12952.0,6,5.0,1382.8400000000001,0,1.0
12953.0,10,1.0,329.85,0,1.0
12955.0,1,14.0,4734.26,0,1.0
12956.0,306,1.0,108.07,2,0.0
12957.0,4,12.0,3979.04,0,1.0
12962.0,7,2.0,266.39,0,1.0
12963.0,8,9.0,1841.03,0,1.0
12965.0,89,1.0,769.8100000000001,0,0.0
12966.0,10,1.0,160.18,0,1.0
12967.0,3,4.0,1194.75,0,1.0
12968.0,112,1.0,135.95,0,0.0
12970.0,7,4.0,405.47,0,1.0
12971.0,4,36.57999999999993,10930.26,1,1.0
12974.0,198,1.0,144.8,2,0.0
12976.0,212,1.0,738.6,2,0.0
12977.0,156,1.0,39.239999999999995,2,0.0
12980.0,156,12.0,7092.06,1,0.0
12981.0,30,2.0,372.21999999999997,0,1.0
12982.0,240,2.0,377.2,2,0.0
12984.0,19,1.0,97.5,0,1.0
12985.0,1,3.0,1215.6200000000001,0,1.0
12987.0,74,3.0,545.0,0,0.0
12988.0,292,1.0,505.82,2,0.0
12989.0,3,19.0,6854.51,1,1.0
12990.0,31,3.0,409.5,0,0.0
12991.0,23,2.0,503.76,0,1.0
12993.0,23,4.0,414.76,0,1.0
12994.0,4,5.0,902.22,0,1.0
12995.0,78,2.0,200.72,0,0.0
12997.0,22,7.0,1197.94,0,1.0
12999.0,196,3.0,455.88,2,0.0
13000.0,107,3.0,534.85,0,0.0
13001.0,4,15.0,9765.07,1,1.0
13002.0,318,1.0,120.94999999999999,2,0.0
13003.0,106,3.0,149.05,0,0.0
13004.0,12,22.0,5613.43,1,1.0
13005.0,174,3.0,468.95,2,0.0
13006.0,56,1.0,81.57,0,0.0
13008.0,323,2.0,178.46999999999997,2,0.0
13011.0,369,1.0,50.550000000000004,2,0.0
13012.0,9,11.0,1296.6200000000001,0,1.0
13013.0,1,15.0,4786.99,1,1.0
13014.0,3,16.0,3365.43,0,1.0
13015.0,53,5.0,3339.64,0,0.0
13016.0,73,3.0,789.89,0,0.0
13017.0,7,1.0,204.0,0,1.0
13018.0,16,29.0,7272.75,1,1.0
13021.0,4,12.0,2584.4,0,1.0
13023.0,64,2.0,689.9,0,0.0
13026.0,1,8.0,936.15,0,1.0
13027.0,114,6.0,6912.0,0,0.0
13028.0,23,3.0,659.68,0,1.0
13029.0,31,3.0,1247.5,0,0.0
13030.0,11,2.0,752.4399999999999,0,1.0
13032.0,39,3.0,996.52,0,0.0
13033.0,357,1.0,190.55,2,0.0
13034.0,55,2.0,642.77,0,0.0
13035.0,58,3.0,886.63,0,0.0
13037.0,138,3.0,881.07,0,0.0
13038.0,80,3.0,908.46,0,0.0
13040.0,9,2.0,676.99,0,1.0
13043.0,254,2.0,471.57,2,0.0
13044.0,291,1.0,560.47,2,0.0
13045.0,99,1.0,305.28000000000003,0,0.0
13046.0,31,2.0,629.31,0,0.0
13047.0,32,18.0,3079.1,0,0.0
13048.0,14,5.0,1789.41,0,1.0
13049.0,64,2.0,656.6800000000001,0,0.0
13050.0,9,28.0,5684.61,1,1.0
13052.0,212,1.0,348.15000000000003,2,0.0
13055.0,64,4.0,1201.96,0,0.0
13058.0,25,3.0,271.40000000000003,0,1.0
13059.0,250,1.0,183.4,2,0.0
13060.0,254,1.0,307.53,2,0.0
13061.0,72,1.0,248.61,0,0.0
13062.0,191,1.0,346.98,2,0.0
13064.0,13,4.0,1105.59,0,1.0
13065.0,369,1.0,205.86,2,0.0
13066.0,24,3.0,430.9,0,1.0
13067.0,82,1.0,115.46000000000001,0,0.0
13068.0,10,2.0,344.0,0,1.0
13069.0,1,27.0,3713.14,1,1.0
13070.0,192,1.0,228.8,2,0.0
13072.0,267,1.0,177.15,2,0.0
13075.0,130,1.0,919.61,0,0.0
13077.0,1,4.0,728.02,0,1.0
13078.0,1,36.57999999999993,12432.28,1,1.0
13079.0,4,5.0,220.10000000000002,0,1.0
13080.0,179,1.0,58.08,2,0.0
13081.0,1,21.0,17874.031799999964,1,1.0
13082.0,126,10.0,3595.48,0,0.0
13083.0,4,2.0,303.75,0,1.0
13085.0,158,3.0,272.38,2,0.0
13089.0,3,36.57999999999993,17874.031799999964,1,1.0
13090.0,9,18.0,8689.39,1,1.0
13091.0,21,2.0,319.82,0,1.0
13092.0,71,6.0,459.83,0,0.0
13093.0,267,13.0,7741.47,1,0.0
13094.0,21,16.0,1708.8600000000001,0,1.0
13095.0,71,1.0,74.39999999999999,0,0.0
13097.0,33,14.0,5886.12,1,0.0
13098.0,1,36.57999999999993,17874.031799999964,1,1.0
13099.0,99,1.0,207.35999999999999,0,0.0
13101.0,234,1.0,101.19,2,0.0
13102.0,1,27.0,6336.29,1,1.0
13103.0,40,1.0,243.94,0,0.0
13104.0,3,6.0,1098.48,0,1.0
13106.0,129,2.0,59.5,0,0.0
13107.0,44,5.0,1524.07,0,0.0
13108.0,369,1.0,350.06,2,0.0
13109.0,3,5.0,766.84,0,1.0
13110.0,31,8.0,1452.8700000000001,0,0.0
13113.0,1,36.57999999999993,10510.0,1,1.0
13115.0,9,14.0,2205.63,0,1.0
13116.0,117,2.0,485.19,0,0.0
13117.0,22,8.0,984.91,0,1.0
13118.0,20,7.0,1125.0,0,1.0
13120.0,239,1.0,30.599999999999998,2,0.0
13121.0,269,2.0,254.73,2,0.0
13122.0,94,2.0,922.39,0,0.0
13124.0,90,3.0,3756.33,0,0.0
13126.0,5,10.0,2056.29,0,1.0
13127.0,78,1.0,259.17,0,0.0
13130.0,94,1.0,64.0,0,0.0
13131.0,23,4.0,1039.3,0,1.0
13132.0,262,1.0,77.3,2,0.0
13133.0,274,2.0,109.8,2,0.0
13134.0,73,7.0,1740.63,0,0.0
13135.0,197,1.0,3096.0,2,0.0
13136.0,50,11.0,2545.38,0,0.0
13137.0,11,9.0,3557.96,0,1.0
13138.0,22,6.0,962.39,0,1.0
13139.0,16,8.0,5055.79,0,1.0
13140.0,108,3.0,422.47,0,0.0
13141.0,85,6.0,2385.8,0,0.0
13142.0,19,1.0,307.09,0,1.0
13144.0,333,1.0,110.95,2,0.0
13145.0,40,5.0,614.77,0,0.0
13146.0,26,1.0,228.91,0,1.0
13147.0,10,4.0,712.8000000000001,0,1.0
13148.0,29,17.0,3324.62,0,1.0
13149.0,14,4.0,1676.06,0,1.0
13151.0,203,2.0,1250.3700000000001,2,0.0
13153.0,6,1.0,486.22,0,1.0
13154.0,144,1.0,-611.86,2,0.0
13155.0,33,4.0,971.76,0,0.0
13157.0,49,5.0,1721.57,0,0.0
13158.0,95,4.0,1201.06,0,0.0
13159.0,9,5.0,1371.25,0,1.0
13160.0,22,1.0,91.8,0,1.0
13161.0,313,1.0,112.75,2,0.0
13162.0,122,5.0,1644.99,0,0.0
13165.0,46,2.0,1021.48,0,0.0
13166.0,282,2.0,414.7,2,0.0
13167.0,19,4.0,791.33,0,1.0
13168.0,36,5.0,1290.54,0,0.0
